recall;1-precision
0.011235955056179775;0.0
0.02247191011235955;0.0
0.033707865168539325;0.0
0.0449438202247191;0.0
0.056179775280898875;0.0
0.06741573033707865;0.0
0.07865168539325842;0.0
0.0898876404494382;0.0
0.10112359550561797;0.0
0.11235955056179775;0.0
0.12359550561797752;0.0
0.1348314606741573;0.0
0.14606741573033707;0.0
0.15730337078651685;0.0
0.16853932584269662;0.0
0.1797752808988764;0.0
0.19101123595505617;0.0
0.20224719101123595;0.0
0.21348314606741572;0.0
0.2247191011235955;0.0
0.23595505617977527;0.0
0.24719101123595505;0.0
0.25842696629213485;0.0
0.2696629213483146;0.0
0.2808988764044944;0.0
0.29213483146067415;0.0
0.30337078651685395;0.0
0.3146067415730337;0.0
0.3146067415730337;0.03448275862068961
0.3146067415730337;0.06666666666666665
0.3258426966292135;0.06451612903225812
0.33707865168539325;0.0625
0.34831460674157305;0.06060606060606055
0.3595505617977528;0.05882352941176472
0.3707865168539326;0.05714285714285716
0.38202247191011235;0.05555555555555558
0.39325842696629215;0.05405405405405406
0.4044943820224719;0.052631578947368474
0.4157303370786517;0.05128205128205132
0.42696629213483145;0.050000000000000044
0.43820224719101125;0.04878048780487809
0.43820224719101125;0.0714285714285714
0.449438202247191;0.06976744186046513
0.4606741573033708;0.06818181818181823
0.4606741573033708;0.0888888888888889
0.4606741573033708;0.10869565217391308
0.4606741573033708;0.12765957446808507
0.47191011235955055;0.125
0.48314606741573035;0.12244897959183676
0.48314606741573035;0.14
0.4943820224719101;0.13725490196078427
0.4943820224719101;0.15384615384615385
0.5056179775280899;0.15094339622641506
0.5056179775280899;0.16666666666666663
0.5168539325842697;0.1636363636363637
0.5168539325842697;0.1785714285714286
0.5168539325842697;0.19298245614035092
0.5168539325842697;0.2068965517241379
0.5168539325842697;0.22033898305084743
0.5168539325842697;0.23333333333333328
0.5280898876404494;0.2295081967213115
0.5393258426966292;0.22580645161290325
0.5393258426966292;0.23809523809523814
0.5393258426966292;0.25
0.550561797752809;0.24615384615384617
0.5617977528089888;0.24242424242424243
0.5617977528089888;0.25373134328358204
0.5617977528089888;0.2647058823529411
0.5617977528089888;0.2753623188405797
0.5617977528089888;0.2857142857142857
0.5617977528089888;0.295774647887324
0.5617977528089888;0.3055555555555556
0.5617977528089888;0.31506849315068497
0.5617977528089888;0.32432432432432434
0.5730337078651685;0.31999999999999995
0.5842696629213483;0.3157894736842105
0.5842696629213483;0.3246753246753247
0.5842696629213483;0.33333333333333337
0.5955056179775281;0.3291139240506329
0.5955056179775281;0.3375
0.6067415730337079;0.33333333333333337
0.6067415730337079;0.3414634146341463
0.6067415730337079;0.3493975903614458
0.6067415730337079;0.3571428571428571
0.6067415730337079;0.3647058823529412
0.6067415730337079;0.37209302325581395
0.6179775280898876;0.367816091954023
0.6179775280898876;0.375
0.6179775280898876;0.3820224719101124
0.6179775280898876;0.38888888888888884
0.6179775280898876;0.39560439560439564
0.6179775280898876;0.40217391304347827
