recall;1-precision
0.011235955056179775;0.0
0.02247191011235955;0.0
0.033707865168539325;0.0
0.0449438202247191;0.0
0.056179775280898875;0.0
0.06741573033707865;0.0
0.07865168539325842;0.0
0.0898876404494382;0.0
0.10112359550561797;0.0
0.10112359550561797;0.09999999999999998
0.10112359550561797;0.18181818181818177
0.11235955056179775;0.16666666666666663
0.11235955056179775;0.23076923076923073
0.12359550561797752;0.2142857142857143
0.1348314606741573;0.19999999999999996
0.1348314606741573;0.25
0.1348314606741573;0.2941176470588235
0.1348314606741573;0.33333333333333337
0.14606741573033707;0.3157894736842105
0.15730337078651685;0.30000000000000004
0.15730337078651685;0.33333333333333337
0.16853932584269662;0.31818181818181823
0.1797752808988764;0.30434782608695654
0.19101123595505617;0.29166666666666663
0.19101123595505617;0.31999999999999995
0.20224719101123595;0.3076923076923077
0.20224719101123595;0.33333333333333337
0.21348314606741572;0.3214285714285714
0.2247191011235955;0.31034482758620685
0.23595505617977527;0.30000000000000004
0.24719101123595505;0.29032258064516125
0.24719101123595505;0.3125
0.24719101123595505;0.33333333333333337
0.24719101123595505;0.3529411764705882
0.24719101123595505;0.37142857142857144
0.24719101123595505;0.38888888888888884
0.24719101123595505;0.4054054054054054
0.24719101123595505;0.42105263157894735
0.24719101123595505;0.4358974358974359
0.24719101123595505;0.44999999999999996
0.24719101123595505;0.46341463414634143
0.25842696629213485;0.45238095238095233
0.25842696629213485;0.4651162790697675
0.25842696629213485;0.4772727272727273
0.25842696629213485;0.48888888888888893
0.2696629213483146;0.4782608695652174
0.2696629213483146;0.4893617021276596
0.2696629213483146;0.5
0.2696629213483146;0.5102040816326531
0.2808988764044944;0.5
0.29213483146067415;0.4901960784313726
0.29213483146067415;0.5
0.30337078651685395;0.49056603773584906
0.3146067415730337;0.4814814814814815
0.3146067415730337;0.49090909090909096
0.3146067415730337;0.5
0.3146067415730337;0.5087719298245614
0.3146067415730337;0.5172413793103448
0.3146067415730337;0.5254237288135593
0.3146067415730337;0.5333333333333333
0.3146067415730337;0.540983606557377
0.3258426966292135;0.532258064516129
0.33707865168539325;0.5238095238095238
0.33707865168539325;0.53125
0.33707865168539325;0.5384615384615384
0.33707865168539325;0.5454545454545454
0.33707865168539325;0.5522388059701493
0.33707865168539325;0.5588235294117647
0.33707865168539325;0.5652173913043479
0.33707865168539325;0.5714285714285714
0.33707865168539325;0.5774647887323944
0.33707865168539325;0.5833333333333333
0.33707865168539325;0.589041095890411
0.34831460674157305;0.5810810810810811
0.34831460674157305;0.5866666666666667
0.34831460674157305;0.5921052631578947
0.34831460674157305;0.5974025974025974
0.34831460674157305;0.6025641025641026
0.34831460674157305;0.6075949367088608
0.34831460674157305;0.6125
0.34831460674157305;0.617283950617284
0.34831460674157305;0.6219512195121951
0.34831460674157305;0.6265060240963856
0.34831460674157305;0.6309523809523809
0.3595505617977528;0.6235294117647059
0.3595505617977528;0.627906976744186
0.3595505617977528;0.632183908045977
