recall;1-precision
0.011235955056179775;0.0
0.02247191011235955;0.0
0.033707865168539325;0.0
0.033707865168539325;0.25
0.0449438202247191;0.19999999999999996
0.0449438202247191;0.33333333333333337
0.056179775280898875;0.2857142857142857
0.056179775280898875;0.375
0.056179775280898875;0.4444444444444444
0.056179775280898875;0.5
0.056179775280898875;0.5454545454545454
0.06741573033707865;0.5
0.07865168539325842;0.46153846153846156
0.0898876404494382;0.4285714285714286
0.10112359550561797;0.4
0.10112359550561797;0.4375
0.11235955056179775;0.4117647058823529
0.12359550561797752;0.38888888888888884
0.12359550561797752;0.42105263157894735
0.1348314606741573;0.4
0.1348314606741573;0.4285714285714286
0.14606741573033707;0.40909090909090906
0.15730337078651685;0.3913043478260869
0.15730337078651685;0.41666666666666663
0.16853932584269662;0.4
0.1797752808988764;0.3846153846153846
0.19101123595505617;0.37037037037037035
0.19101123595505617;0.3928571428571429
0.20224719101123595;0.3793103448275862
0.21348314606741572;0.3666666666666667
0.21348314606741572;0.3870967741935484
0.2247191011235955;0.375
0.23595505617977527;0.36363636363636365
0.24719101123595505;0.3529411764705882
0.24719101123595505;0.37142857142857144
0.25842696629213485;0.36111111111111116
0.25842696629213485;0.3783783783783784
0.2696629213483146;0.368421052631579
0.2696629213483146;0.3846153846153846
0.2696629213483146;0.4
0.2696629213483146;0.41463414634146345
0.2696629213483146;0.4285714285714286
0.2696629213483146;0.4418604651162791
0.2696629213483146;0.4545454545454546
0.2696629213483146;0.4666666666666667
0.2696629213483146;0.4782608695652174
0.2696629213483146;0.4893617021276596
0.2696629213483146;0.5
0.2696629213483146;0.5102040816326531
0.2696629213483146;0.52
0.2696629213483146;0.5294117647058824
0.2696629213483146;0.5384615384615384
0.2696629213483146;0.5471698113207547
0.2696629213483146;0.5555555555555556
0.2696629213483146;0.5636363636363637
0.2808988764044944;0.5535714285714286
0.2808988764044944;0.5614035087719298
0.2808988764044944;0.5689655172413793
0.2808988764044944;0.576271186440678
0.2808988764044944;0.5833333333333333
0.2808988764044944;0.5901639344262295
0.2808988764044944;0.5967741935483871
0.2808988764044944;0.6031746031746033
0.29213483146067415;0.59375
0.29213483146067415;0.6
0.29213483146067415;0.6060606060606061
0.29213483146067415;0.6119402985074627
0.29213483146067415;0.6176470588235294
0.29213483146067415;0.6231884057971014
0.30337078651685395;0.6142857142857143
0.30337078651685395;0.619718309859155
0.30337078651685395;0.625
0.30337078651685395;0.6301369863013699
0.30337078651685395;0.6351351351351351
0.3146067415730337;0.6266666666666667
0.3258426966292135;0.618421052631579
0.3258426966292135;0.6233766233766234
0.3258426966292135;0.6282051282051282
0.3258426966292135;0.6329113924050633
0.33707865168539325;0.625
0.33707865168539325;0.6296296296296297
0.34831460674157305;0.6219512195121951
0.34831460674157305;0.6265060240963856
0.34831460674157305;0.6309523809523809
0.34831460674157305;0.6352941176470588
0.34831460674157305;0.6395348837209303
0.34831460674157305;0.6436781609195402
